firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral
DAVID,HERNANDEZ,806209853.0,86307.0,8,2002.0,1.0,14.0,,B059155,CPS,2002-01-14,2020-12-28
JAMES,MOORE,733641646.0,4264.0,14,1999.0,6.0,15.0,,U003263,CPS,1999-06-15,2020-07-14
LAUREN,WRIGHT,370097612.0,87348.0,37,1982.0,3.0,4.0,,B066720,GPS,1982-03-04,2019-09-01
MICHAEL,WATKINS,647750300.0,83142.0,55,1982.0,4.0,20.0,,B023039,CPS,1982-04-20,2020-09-27
DONALD,ADAMS,559109814.0,77935.0,7,1982.0,8.0,26.0,,B031285,GPS,1982-08-26,2019-05-15
STONE,ALICE,452293065.0,3264.0,56,1961.0,5.0,25.0,,B062502,GPS,1961-05-25,2019-11-22
SUSAN,WALKER,313574618.0,45826.0,5,1972.0,5.0,15.0,3.0,B084739,GPS,1972-05-15,2018-02-23
RUTH,HALL,372772855.0,37915.0,4,1981.0,6.0,14.0,,B011136,GPS,1981-06-14,2021-12-22
PATRICIA,GARCIA,437910993.0,2650.0,47,1977.0,9.0,13.0,,U001649,GPS,1977-09-13,2022-06-28
RAYMND,WHITE,541830668.0,49137.0,20,1994.0,7.0,25.0,,B007973,CPS,1994-07-25,2021-12-01
CHERL,ADAMS,447977346.0,15282.0,14,1991.0,11.0,11.0,,B084932,GPS,1991-11-11,2018-04-12
SARAH,JONES,381414548.0,59832.0,4,1970.0,3.0,14.0,,B033697,CPS,1970-03-14,2019-12-23
JAMAS,HOWE,512677822.0,94712.0,52,1961.0,7.0,26.0,,B012419,GPS,1961-07-26,2019-05-18
ROBEJT,LONG,218809164.0,54291.0,60,1962.0,8.0,17.0,,B004019,GPS,1962-08-17,2021-12-21
BARBARA,ROMERO,964463335.0,73043.0,52,1984.0,4.0,1.0,,B058830,CPS,1984-04-01,2019-06-13
MITCHELL,ADAM,645741908.0,11444.0,58,1968.0,6.0,21.0,,B024188,CPS,1968-06-21,2020-11-11
ANTHONY,WISE,594699584.0,4028.0,49,1996.0,7.0,18.0,,U003027,GPS,1996-07-18,2020-12-11
JAMES,PHILLIPS,906758340.0,32608.0,20,2002.0,3.0,5.0,,B062576,GPS,2002-03-05,2019-09-13
MAR,HANSEN,825109143.0,69039.0,6,2001.0,7.0,9.0,,B027588,GPS,2001-07-09,2021-07-07
VINCENT,DAVIS,370527421.0,,24,1984.0,12.0,28.0,,B080992,GPS,1984-12-28,2018-03-01
THOMAS,ANDREA,920390264.0,28201.0,1,1971.0,5.0,3.0,,B017158,GPS,1971-05-03,2022-10-27
JAMES,ORTIZ,210147053.0,6937.0,45,1999.0,8.0,2.0,,U005936,GPS,1999-08-02,2022-06-06
RBOERT,HENDERSON,904935243.0,48496.0,10,1998.0,8.0,14.0,,B083551,GPS,1998-08-14,2022-12-07
STEPHANIE,BROWN,323410130.0,41599.0,39,1972.0,12.0,26.0,2.0,B040891,CPS,1972-12-26,2018-02-18
SANDAR,EVANS,489904948.0,55723.0,5,1984.0,3.0,28.0,,B006806,GPS,1984-03-28,2019-03-11
DAVID,GRAVES,365069965.0,74313.0,39,1991.0,2.0,1.0,,B057813,CPS,1991-02-01,2018-03-20
EMMA,ELLIWS,855711935.0,94411.0,31,1992.0,10.0,18.0,,B035518,GPS,1992-10-18,2020-10-24
KAREN,HPLL,122899304.0,64595.0,54,1960.0,11.0,21.0,,B049047,GPS,1960-11-21,2021-07-22
MCHAEL,BAKER,876548811.0,15333.0,34,1968.0,2.0,1.0,,B044358,GPS,1968-02-01,2022-04-09
JAMES,GARCIA,,48268.0,8,1984.0,9.0,27.0,3.0,B057275,CPS,1984-09-27,2021-10-14
JEAN,NELSON,544053262.0,10909.0,43,1961.0,9.0,18.0,3.0,U009908,GPS,1961-09-18,2020-03-23
ROBERT,THOMPYSON,890349947.0,22768.0,33,1995.0,6.0,3.0,,B016450,CPS,1995-06-03,2020-03-20
FISHER,JACOB,250410730.0,79875.0,38,1983.0,2.0,4.0,,B023671,CPS,1983-02-04,2018-02-17
MARY,KUNIGHT,954886424.0,76500.0,13,1978.0,8.0,14.0,,B039159,CPS,1978-08-14,2021-12-20
GILLIAM,PRICE,454134252.0,71405.0,54,1992.0,7.0,16.0,,B043744,CPS,1992-07-16,2018-05-24
ELIZABETH,ROGERS,,70567.0,27,1991.0,1.0,17.0,,B066134,CPS,1991-01-17,2020-12-27
STEPHEN,RICE,258204971.0,,65,1993.0,2.0,17.0,1.0,B020946,GPS,1993-02-17,2021-03-24
MARY,JOHNSON,476646556.0,26916.0,57,1973.0,5.0,19.0,,B052635,CPS,1973-05-19,2020-01-07
JESSICA,GARCIA,942975129.0,,24,1974.0,4.0,11.0,,B060848,CPS,1974-04-11,2019-03-27
SANDRA,NGUYEN,259030079.0,66049.0,26,1964.0,4.0,7.0,,B004001,CPS,1964-04-07,2020-02-01
DONNA,PEEZ,230709127.0,27123.0,18,1998.0,3.0,20.0,,B053811,CPS,1998-03-20,2021-01-14
KAYLA,STEWART,971940891.0,69936.0,66,1966.0,12.0,21.0,,B042865,CPS,1966-12-21,2019-08-07
RONALW,JACKSON,877036811.0,72658.0,9,1963.0,7.0,25.0,,B003770,GPS,1963-07-25,2020-04-02
JAMES,WILLIAMS,722832532.0,43758.0,5,1964.0,10.0,1.0,,B053836,GPS,1964-10-01,2018-10-21
MARK,WLISON,287557178.0,62776.0,5,1970.0,4.0,15.0,,B001502,GPS,1970-04-15,2019-09-10
TVHERESA,PHILLIPS,337243339.0,44198.0,36,1984.0,8.0,2.0,,B038985,GPS,1984-08-02,2022-06-11
WIMLIAM,KIM,869444622.0,36173.0,32,1975.0,2.0,24.0,,B063027,GPS,1975-02-24,2022-01-07
MASON,JAMES,743542686.0,99410.0,52,1990.0,1.0,9.0,,B023244,GPS,1990-01-09,2020-02-17
SANDRI,RICHARDSON,447972387.0,11682.0,3,1991.0,2.0,15.0,,B050016,GPS,1991-02-15,2022-10-12
JOHNSON,MICHAEL,562297486.0,94814.0,18,1982.0,6.0,7.0,,B081007,CPS,1982-06-07,2021-04-18
JONES,JENNIFER,116576210.0,46685.0,36,1963.0,11.0,17.0,2.0,B036943,CPS,1963-11-17,2021-05-24
PATRICIA,TORRES,283413253.0,,42,1974.0,7.0,19.0,,B014021,GPS,1974-07-19,2022-01-25
CHARLES,HARRIS,701093878.0,8236.0,41,1983.0,2.0,14.0,,U007235,GPS,1983-02-14,2018-12-04
PATRICIA,JOHNSON,664828500.0,40577.0,3,1963.0,11.0,16.0,,B011036,GPS,1963-11-16,2022-02-10
GAR,JOHNSON,218152411.0,55273.0,48,1969.0,9.0,11.0,,B011936,GPS,1969-09-11,2022-05-05
DONNA,RHODES,781142213.0,93495.0,11,1965.0,6.0,17.0,,B026016,CPS,1965-06-17,2020-06-07
MICHAEL,HOWARD,959223976.0,5320.0,50,1981.0,11.0,9.0,,B011109,CPS,1981-11-09,2019-08-01
OLIVIA,VASQUEZ,428716266.0,15145.0,34,1996.0,12.0,27.0,,U014144,GPS,1996-12-27,2018-05-14
JAMES,DAIVIS,914353046.0,36085.0,67,1966.0,4.0,1.0,,B075147,CPS,1966-04-01,2020-01-03
ROBERT,ELLIS,619005019.0,81437.0,7,1976.0,4.0,16.0,1.0,B048624,GPS,1976-04-16,2018-11-06
OJSHUA,GARCIA,936264060.0,25392.0,60,1997.0,5.0,16.0,,B029669,CPS,1997-05-16,2019-01-04
JANET,DAVIS,213347498.0,2349.0,63,1976.0,12.0,28.0,,U001348,CPS,1976-12-28,2021-10-17
JOSEPH,RIVERA,800723712.0,9198.0,8,1966.0,4.0,7.0,,U008197,CPS,1966-04-07,2022-10-09
ROBERT,DROWN,738263637.0,90935.0,48,1960.0,4.0,1.0,,B079915,CPS,1960-04-01,2020-09-17
KIMBERLY,HANSON,900545523.0,72558.0,48,2000.0,2.0,19.0,,B040077,CPS,2000-02-19,2018-06-02
JMAMES,SMITH,788255866.0,19088.0,15,1993.0,9.0,21.0,,B002837,GPS,1993-09-21,2021-09-12
LINDA,GRAVES,115629419.0,1678.0,3,1998.0,4.0,25.0,,U000677,GPS,1998-04-25,2020-11-01
JOHN,KIM,571880733.0,,18,1979.0,9.0,26.0,,B068754,GPS,1979-09-26,2021-06-16
BROWN,THOMAS,868818519.0,95765.0,45,1977.0,4.0,4.0,,B076860,CPS,1977-04-04,2020-06-02
AARON,MARTINEZ,880825336.0,32107.0,66,1998.0,3.0,21.0,,B052672,CPS,1998-03-21,2020-10-09
MARY,ROBERTS,511135953.0,15684.0,17,1997.0,8.0,21.0,,B022331,CPS,1997-08-21,2022-07-13
SUSAN,EDWARDS,742077246.0,19404.0,26,1985.0,1.0,21.0,,B050934,GPS,1985-01-21,2019-03-19
SOPHIA,WATKINS,282608335.0,52495.0,51,1977.0,8.0,14.0,,B014318,CPS,1977-08-14,2019-03-09
LOIUS,HERNANDEZ,153248625.0,14665.0,31,1983.0,7.0,4.0,1.0,B077066,GPS,1983-07-04,2021-10-12
JESSICA,ROBERTS,906467209.0,69501.0,49,1983.0,9.0,13.0,,B004695,GPS,1983-09-13,2018-02-18
LINDA,MENDOZA,617898052.0,8309.0,31,1989.0,12.0,17.0,,U007308,CPS,1989-12-17,2020-12-18
WAYNE,LOPEZ,180551498.0,38371.0,58,2003.0,9.0,7.0,,B005241,CPS,2003-09-07,2019-03-27
FRAZIER,KATHERINE,278868915.0,62953.0,41,1999.0,1.0,22.0,,B061480,GPS,1999-01-22,2019-09-11
CHRISTINA,THOMAS,941817760.0,90847.0,7,1967.0,1.0,24.0,,B011545,CPS,1967-01-24,2018-12-22
ROGERS,ROBERT,784604114.0,18751.0,23,1971.0,9.0,3.0,,B012500,GPS,1971-09-03,2022-07-17
RODRIGUEZ,JAMES,364038405.0,1719.0,32,1999.0,3.0,24.0,,B042718,GPS,1999-03-24,2022-06-02
JENNIFER,KKELLY,101131597.0,1379.0,63,1990.0,12.0,9.0,,B007338,GPS,1990-12-09,2020-02-04
DONNA,EDGWARDS,977393670.0,24305.0,67,1990.0,10.0,26.0,,B072932,GPS,1990-10-26,2018-05-09
PATRICIWA,MILLER,645706056.0,87906.0,3,1987.0,7.0,20.0,,B043284,GPS,1987-07-20,2020-03-17
ASHLEY,WOILLIAMS,190259085.0,11551.0,29,1968.0,7.0,28.0,,B039574,CPS,1968-07-28,2019-09-28
ANTHONY,ROGERS,118736087.0,15383.0,19,1999.0,9.0,6.0,,U014382,GPS,1999-09-06,2022-01-09
JAMES,GONZALES,461722039.0,85193.0,23,1983.0,9.0,8.0,,B004482,CPS,1983-09-08,2019-05-02
JONATHAN,HOFFMAN,542117586.0,53886.0,36,1974.0,7.0,6.0,3.0,B051616,CPS,1974-07-06,2021-09-18
ALICE,WILLIAMS,630098750.0,9134.0,5,1986.0,4.0,6.0,,U008133,CPS,1986-04-06,2021-07-03
ASHLEY,VASQBEZ,442489306.0,55294.0,43,1962.0,6.0,3.0,,B038897,GPS,1962-06-03,2021-06-04
CAROLYN,REED,203337085.0,64149.0,63,1991.0,12.0,20.0,,B071437,CPS,1991-12-20,2020-10-27
JOSE,SIMPSON,764082083.0,16183.0,27,1991.0,8.0,2.0,,B037251,CPS,1991-08-02,2018-12-25
ANDERSON,MARK,230805104.0,93171.0,45,1992.0,12.0,27.0,,B010073,CPS,1992-12-27,2021-03-17
UPATRICIA,MUNOZ,260155339.0,55412.0,6,1988.0,11.0,18.0,,B047993,CPS,1988-11-18,2021-02-09
ARTOHUR,WELLS,437919962.0,83825.0,55,1984.0,12.0,10.0,,B074716,CPS,1984-12-10,2018-05-10
JAKC,ANDERSON,273026081.0,98040.0,20,1960.0,5.0,28.0,,B078947,GPS,1960-05-28,2018-04-22
BRANDON,FRAIZER,995929679.0,47399.0,19,1982.0,2.0,24.0,,B049752,CPS,1982-02-24,2018-09-24
MARY,SMITH,608235844.0,77166.0,43,1989.0,8.0,3.0,,B006610,GPS,1989-08-03,2020-04-13
MICHAEL,SMITH,519467523.0,10738.0,49,1998.0,5.0,6.0,,U009737,CPS,1998-05-06,2022-07-21
HARDY,SCOTT,742380363.0,96926.0,61,1994.0,1.0,23.0,,B040002,CPS,1994-01-23,2020-10-15
CHARLES,ANDERSON,882524574.0,91648.0,31,1963.0,6.0,7.0,,B077442,GPS,1963-06-07,2020-09-26
BROWN,TERRY,754873708.0,54320.0,6,1964.0,3.0,2.0,,B027115,GPS,1964-03-02,2020-07-28
ROBERT,BROWN,333099342.0,55935.0,1,1971.0,7.0,24.0,1.0,B061918,GPS,1971-07-24,2018-12-08
RYUTH,HERNANDEZ,341618480.0,65856.0,48,1994.0,2.0,16.0,,B084153,GPS,1994-02-16,2021-08-09
JAMES,ANCHEZ,976241032.0,72231.0,64,1966.0,2.0,1.0,,B084258,GPS,1966-02-01,2021-09-21
KIMBERLY,COLEMAN,527274158.0,13228.0,51,1966.0,11.0,17.0,1.0,U012227,GPS,1966-11-17,2018-12-04
PHLIP,PEREZ,809097847.0,45962.0,62,1986.0,4.0,1.0,,B082966,GPS,1986-04-01,2020-06-22
JAMES,HALL,409378040.0,15120.0,64,2003.0,10.0,10.0,,U014119,GPS,2003-10-10,2020-07-04
ROBERT,RAMIREZ,145544159.0,11875.0,21,1960.0,5.0,10.0,,U010874,GPS,1960-05-10,2021-06-12
BARBARA,RICHARDSON,187182592.0,7818.0,3,1993.0,10.0,23.0,3.0,U006817,CPS,1993-10-23,2020-10-20
STEPHEN,WHITE,562794255.0,7976.0,11,2002.0,12.0,4.0,,U006975,GPS,2002-12-04,2020-08-09
ZERIC,WILLIAMS,380041678.0,23781.0,66,1999.0,2.0,24.0,,B015120,CPS,1999-02-24,2020-12-14
NANCY,LEWIS,568244539.0,12714.0,20,1997.0,12.0,13.0,,B078414,GPS,1997-12-13,2019-10-16
PAUL,PETERS,793513970.0,33235.0,37,1983.0,12.0,21.0,,B009475,CPS,1983-12-21,2021-10-22
JENNFER,WATSON,602229407.0,20787.0,4,1966.0,3.0,17.0,,B042676,CPS,1966-03-17,2019-08-15
JAMES,TAYLOR,954513216.0,97708.0,41,1986.0,4.0,6.0,,B001074,CPS,1986-04-06,2021-01-10
BARBARA,MARTINEZ,,99382.0,48,1962.0,4.0,8.0,,B065139,CPS,1962-04-08,2019-07-12
VICTBORIA,NGUYEN,528954486.0,77345.0,15,1996.0,10.0,1.0,,B014260,CPS,1996-10-01,2019-06-16
ALAN,COLLINS,757719647.0,8122.0,39,1986.0,11.0,18.0,,U007121,GPS,1986-11-18,2019-05-09
JIMMY,THOMPSON,803789892.0,7391.0,29,2003.0,8.0,9.0,,U006390,CPS,2003-08-09,2018-08-07
PATRCIA,GUTIERREZ,401626942.0,59525.0,19,1980.0,10.0,27.0,,B026855,GPS,1980-10-27,2019-12-26
HAYNES,CHRISTINE,147047667.0,19369.0,35,1987.0,12.0,3.0,,B054079,GPS,1987-12-03,2018-03-12
ISABELA,WILLIAMS,174929806.0,28662.0,22,1969.0,6.0,26.0,,B033545,GPS,1969-06-26,2021-05-04
SUSAN,WILLIAMS,402440266.0,13395.0,2,1989.0,10.0,7.0,2.0,U012394,CPS,1989-10-07,2022-10-23
DEIBRA,GONZALEZ,943064533.0,78711.0,12,1976.0,10.0,10.0,,B014635,CPS,1976-10-10,2020-04-24
ANTHONY,STONE,697102638.0,,31,1972.0,8.0,1.0,,B065532,GPS,1972-08-01,2020-11-27
GARY,BROOKS,487299436.0,50153.0,56,1979.0,12.0,26.0,,B019522,CPS,1979-12-26,2021-08-05
JAMES,MARTINEZ,511871437.0,95058.0,29,1973.0,6.0,23.0,,B053171,GPS,1973-06-23,2019-10-07
MARY,WALKER,879956566.0,,16,1983.0,5.0,11.0,,B009386,GPS,1983-05-11,2018-03-05
ANDREW,SMITQH,677201355.0,76665.0,7,2003.0,1.0,16.0,,B042321,CPS,2003-01-16,2021-08-26
JAMES,BROOKS,879645845.0,42468.0,23,1970.0,2.0,4.0,,B057395,GPS,1970-02-04,2019-11-27
CAROL,SALAZAR,809906987.0,71469.0,44,1979.0,11.0,3.0,,B002580,GPS,1979-11-03,2021-01-10
KAREN,MASON,866021817.0,9513.0,21,1989.0,9.0,19.0,,U008512,GPS,1989-09-19,2018-08-06
JOOAN,MARSHALL,248814292.0,61743.0,27,1997.0,2.0,17.0,,B012598,CPS,1997-02-17,2018-02-12
JENNIFER,FORD,967400148.0,,51,1963.0,6.0,28.0,,B006083,CPS,1963-06-28,2018-04-14
JESSICA,LEWIS,874833352.0,91903.0,62,1962.0,5.0,24.0,,B052134,GPS,1962-05-24,2022-10-26
MYERS,KELLY,566965099.0,30820.0,50,1963.0,4.0,28.0,,B041616,CPS,1963-04-28,2020-07-25
JAUES,GARCIA,544083735.0,12120.0,31,1983.0,9.0,22.0,,B056888,GPS,1983-09-22,2019-12-18
JOAN,SHNDERS,698085857.0,41560.0,34,1992.0,12.0,20.0,,B004311,CPS,1992-12-20,2019-07-17
DANIELLE,HALL,594877942.0,10813.0,38,1991.0,11.0,23.0,,U009812,GPS,1991-11-23,2021-08-27
ROY,KELLEY,678361589.0,92770.0,31,1963.0,12.0,27.0,,B074723,GPS,1963-12-27,2022-10-02
MARY,RODRIGUEZ,208620723.0,,30,1998.0,4.0,2.0,,B038773,CPS,1998-04-02,2018-10-02
PAUL,PATEL,391777004.0,47614.0,54,1983.0,2.0,26.0,,B066101,CPS,1983-02-26,2021-07-05
ANNA,LEE,795557830.0,2039.0,4,1968.0,9.0,21.0,,U001038,GPS,1968-09-21,2018-09-06
ANDREW,RODRIGUEZ,924385992.0,25065.0,42,1961.0,6.0,2.0,,B005899,GPS,1961-06-02,2022-11-07
MICHAEL,TURNER,464096724.0,58057.0,2,2003.0,12.0,25.0,,B010846,GPS,2003-12-25,2020-02-27
ROBERT,PALMER,535223135.0,85309.0,7,1991.0,9.0,4.0,,B031568,GPS,1991-09-04,2018-01-15
SEAN,RODRIGUEZ,180826557.0,,19,1967.0,10.0,19.0,,B079409,CPS,1967-10-19,2019-04-13
JACOB,RODRIGUEZ,442541726.0,71094.0,1,1969.0,9.0,17.0,2.0,B000840,GPS,1969-09-17,2020-08-21
WOOD,AMANDA,777499938.0,88389.0,63,1995.0,4.0,6.0,1.0,B009834,CPS,1995-04-06,2021-09-10
JOYCE,NELSON,985255665.0,9557.0,55,1983.0,7.0,11.0,,U008556,CPS,1983-07-11,2019-08-01
THOMAS,BRIAN,119307740.0,96321.0,53,1960.0,12.0,3.0,,B040409,GPS,1960-12-03,2021-09-15
BRIAN,HARRIS,398259978.0,80359.0,42,1997.0,2.0,6.0,,B061562,CPS,1997-02-06,2020-10-26
RILEY,LAURA,768776856.0,6428.0,48,1961.0,11.0,20.0,,B038736,CPS,1961-11-20,2020-12-20
SHIRLEY,AHLL,660495605.0,12905.0,40,1985.0,6.0,7.0,,B026548,CPS,1985-06-07,2022-06-27
MARY,BURKE,463512181.0,10456.0,27,1981.0,5.0,12.0,,U009455,CPS,1981-05-12,2022-01-11
LARRY,WATPON,421500727.0,75797.0,52,2003.0,9.0,21.0,,B077870,CPS,2003-09-21,2020-09-04
FRDE,JONES,960216909.0,56309.0,43,1979.0,12.0,19.0,,B074877,CPS,1979-12-19,2022-01-07
EMIYL,EDWARDS,526936425.0,52255.0,28,1973.0,2.0,28.0,,B012975,GPS,1973-02-28,2018-03-18
JOHNSON,RICHARD,129173640.0,74118.0,46,2001.0,12.0,26.0,,B036860,GPS,2001-12-26,2022-04-08
TERESA,EWDARDS,513401905.0,47701.0,23,1989.0,11.0,28.0,,B048926,GPS,1989-11-28,2021-03-06
MATTHEW,EPREZ,187924133.0,75623.0,43,1997.0,2.0,1.0,,B045439,CPS,1997-02-01,2020-06-22
PAMFLA,SALAZAR,903613862.0,35790.0,21,1986.0,4.0,23.0,,B000765,GPS,1986-04-23,2020-05-18
KAREN,DANIELS,258888100.0,28781.0,13,1979.0,3.0,5.0,,B017824,CPS,1979-03-05,2019-06-27
ROBERT,MORGAN,208753991.0,7235.0,35,1993.0,5.0,10.0,,U006234,GPS,1993-05-10,2021-03-15
JENNIFER,SMITH,,54938.0,7,1970.0,1.0,6.0,,B044111,GPS,1970-01-06,2022-06-05
KATHRYN,CRAWFORD,133462411.0,6918.0,45,1995.0,6.0,2.0,,U005917,GPS,1995-06-02,2018-05-12
KATHLEEN,JZHNSON,641474496.0,56070.0,14,1969.0,5.0,17.0,,B053024,GPS,1969-05-17,2021-06-27
LISA,THOMPSON,201114442.0,45319.0,30,1968.0,5.0,6.0,,B079390,GPS,1968-05-06,2020-02-03
PAMELA,WLLIAMS,355058321.0,43626.0,57,1980.0,12.0,18.0,,B040138,CPS,1980-12-18,2018-10-16
THOMAS,MOORE,586150450.0,13868.0,53,2002.0,12.0,24.0,,U012867,CPS,2002-12-24,2019-01-03
JUDY,GONZALEZ,206884301.0,55271.0,11,1983.0,12.0,23.0,,B002620,CPS,1983-12-23,2021-10-06
JAMES,SMITH,734950282.0,9103.0,9,1974.0,11.0,3.0,,U008102,CPS,1974-11-03,2018-02-19
JENNIFER,BREWER,205919697.0,,32,1987.0,5.0,21.0,,B053863,GPS,1987-05-21,2019-09-15
LINDA,MARTIN,922621622.0,71480.0,34,1964.0,11.0,26.0,,B039477,GPS,1964-11-26,2020-07-14
JAMES,ROBERTS,733418108.0,59305.0,19,1960.0,2.0,14.0,,B059372,GPS,1960-02-14,2022-07-28
RUTH,JONES,797938953.0,,30,1976.0,9.0,12.0,,B035794,CPS,1976-09-12,2019-10-05
JASON,SMITH,,82542.0,39,1991.0,3.0,11.0,,B082824,CPS,1991-03-11,2019-06-17
LAN,WELCH,775272429.0,34113.0,50,1973.0,5.0,19.0,,B017682,CPS,1973-05-19,2018-09-14
MILLER,MICHAEL,938476027.0,95213.0,52,1977.0,1.0,8.0,,B045708,GPS,1977-01-08,2022-06-18
ROBERT,MCGUIRE,537921365.0,30036.0,28,2000.0,8.0,26.0,,B062451,CPS,2000-08-26,2021-06-09
PATRICIA,SMITH,418766383.0,76435.0,4,1984.0,9.0,19.0,2.0,B020125,CPS,1984-09-19,2022-08-14
DONALD,COX,467423937.0,31550.0,13,1992.0,12.0,12.0,,B015831,CPS,1992-12-12,2021-06-10
WILLIAM,RODRIGUE,155250090.0,32703.0,28,2001.0,9.0,5.0,,B083768,CPS,2001-09-05,2019-04-24
RWGER,MARTINEZ,360709764.0,23901.0,51,1972.0,4.0,11.0,,B074921,GPS,1972-04-11,2018-08-20
JAMES,ANDERSUN,410826830.0,42759.0,66,1971.0,5.0,8.0,,B038314,GPS,1971-05-08,2018-10-09
JOHN,TERRY,738432877.0,74945.0,1,1978.0,2.0,3.0,,B047482,CPS,1978-02-03,2018-07-26
BARBARN,WELLS,778508403.0,23108.0,55,1980.0,4.0,9.0,,B078287,GPS,1980-04-09,2019-06-21
CHSRISTOPHER,LEWIS,720668019.0,61932.0,53,2004.0,8.0,2.0,,B013908,CPS,2004-08-02,2022-07-08
CHARLOTTE,NELSON,534408441.0,97817.0,37,1984.0,5.0,17.0,,B033957,GPS,1984-05-17,2019-10-11
DAVID,HENRY,543445121.0,4744.0,56,1992.0,2.0,6.0,,U003743,CPS,1992-02-06,2018-11-07
PARTICIA,COLEMAN,557017389.0,6111.0,46,1963.0,10.0,26.0,,B008080,CPS,1963-10-26,2021-01-07
NANCY,LOPEZ,779578817.0,3872.0,40,1977.0,4.0,15.0,,B044458,CPS,1977-04-15,2021-11-17
EMILY,JOHNSTON,683830866.0,44320.0,35,1977.0,12.0,13.0,,B069035,GPS,1977-12-13,2019-03-16
LINDA,RUIZ,428941714.0,13552.0,61,1985.0,4.0,9.0,,U012551,CPS,1985-04-09,2021-04-07
JAMES,MORGAN,735071633.0,26606.0,18,1975.0,11.0,3.0,,B049819,GPS,1975-11-03,2020-11-19
GEORGE,PEARSON,697520665.0,6929.0,4,1996.0,9.0,15.0,,U005928,CPS,1996-09-15,2022-03-06
WILLIAM,WALKER,890304223.0,14059.0,10,1984.0,1.0,23.0,,U013058,GPS,1984-01-23,2018-09-07
LINDA,EVANS,414207553.0,83731.0,35,1998.0,7.0,24.0,,B019116,GPS,1998-07-24,2018-08-03
MICHAEL,JENKINS,654627778.0,5455.0,67,1993.0,5.0,13.0,,B020601,CPS,1993-05-13,2019-10-09
MARY,CLRAK,601842696.0,10972.0,3,1997.0,1.0,22.0,,B069778,CPS,1997-01-22,2020-06-16
CHRISTOPHER,WASHINGTON,206409337.0,68870.0,40,1977.0,12.0,5.0,,B020344,CPS,1977-12-05,2022-04-20
JOSEPH,MITCHELL,897641847.0,78009.0,58,1996.0,5.0,5.0,,B060313,GPS,1996-05-05,2018-09-27
MARK,MORENO,220689611.0,46307.0,44,1963.0,10.0,23.0,,B001359,GPS,1963-10-23,2021-08-28
KAREN,PEREZ,748949886.0,48124.0,42,1978.0,9.0,11.0,,B078467,CPS,1978-09-11,2018-07-10
JAME,JONES,988058573.0,93546.0,31,1984.0,3.0,6.0,,B031533,CPS,1984-03-06,2020-02-24
NANCY,DANIELS,,14783.0,57,1960.0,10.0,27.0,,B026148,CPS,1960-10-27,2021-07-13
JONATHAN,HARPER,276570101.0,56089.0,38,1978.0,6.0,9.0,,B046874,CPS,1978-06-09,2018-03-03
MICHELLE,SMITH,212357939.0,26407.0,21,1984.0,9.0,7.0,,B082799,GPS,1984-09-07,2021-01-07
JOHN,MARTINEZ,148523078.0,27429.0,33,1988.0,6.0,12.0,,B034346,CPS,1988-06-12,2019-12-05
JAMES,VUDSON,328186071.0,75844.0,62,1982.0,11.0,11.0,,B001509,CPS,1982-11-11,2020-06-12
JEREMY,BAILEY,,41585.0,37,1969.0,12.0,6.0,3.0,B056221,CPS,1969-12-06,2018-06-14
PTRICIA,WOOD,934139143.0,7576.0,17,1971.0,6.0,15.0,1.0,B048458,CPS,1971-06-15,2018-03-21
MARY,NGUYEN,645906730.0,34298.0,5,1996.0,2.0,25.0,,B012780,CPS,1996-02-25,2019-07-11
MARIA,DAVIS,838815589.0,9119.0,19,2003.0,3.0,10.0,,U008118,CPS,2003-03-10,2022-04-17
JOHN,LARSON,601806702.0,10218.0,39,1970.0,10.0,22.0,,B046710,CPS,1970-10-22,2018-07-15
SANDRA,MARTINEZ,573607782.0,31069.0,23,1988.0,11.0,6.0,,B067381,GPS,1988-11-06,2019-07-23
JAMES,LEWIS,405114230.0,1465.0,46,1964.0,1.0,11.0,,B061365,GPS,1964-01-11,2021-10-02
CHERYL,SMITH,535650968.0,76615.0,34,1998.0,7.0,21.0,,B027939,GPS,1998-07-21,2022-09-04
EDWARDS,ELIZABETH,526174065.0,9284.0,65,1999.0,8.0,24.0,,B077779,CPS,1999-08-24,2020-10-07
ELIZABETH,SIMTH,106490979.0,56876.0,33,1977.0,11.0,14.0,,B045167,CPS,1977-11-14,2019-05-21
JUSTIN,MILLER,,12033.0,58,1990.0,12.0,9.0,,B065226,GPS,1990-12-09,2019-04-17
MRAY,DAVIS,518245001.0,79689.0,9,1980.0,4.0,23.0,,B073374,GPS,1980-04-23,2020-11-12
MARY,CASTILLO,580155619.0,18360.0,66,1969.0,5.0,21.0,,B072499,CPS,1969-05-21,2022-03-08
JAMES,RODES,810399250.0,19974.0,52,1977.0,6.0,2.0,3.0,B027610,GPS,1977-06-02,2018-06-27
JASOCN,JOHNSON,285955121.0,32179.0,45,1991.0,7.0,13.0,,B029318,CPS,1991-07-13,2020-10-01
RUTH,KWOOD,988432299.0,88248.0,49,1977.0,11.0,16.0,,B062543,CPS,1977-11-16,2020-03-13
NATHAN,EVANS,778495949.0,45657.0,7,1978.0,9.0,22.0,,B079305,GPS,1978-09-22,2021-12-12
SARA,WELCH,810840245.0,25985.0,33,1982.0,5.0,13.0,,B015700,CPS,1982-05-13,2020-03-04
