firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
JAMES,HUNTER,482291784.0,2712.0,3,1970.0,12.0,24.0,,A001711,CPS,1970-12-24,2019-10-18,1711,1,1
JENNIFER,JOHNSON,641596289.0,2713.0,38,1985.0,1.0,19.0,,A001712,GPS,1985-01-19,2018-10-19,1712,1,0
ARTHUR,REYES,295409592.0,2714.0,34,1976.0,1.0,23.0,,A001713,GPS,1976-01-23,2022-12-19,1713,0,1
PATRICK,SMITH,934763505.0,2715.0,30,1974.0,2.0,24.0,,A001714,CPS,1974-02-24,2020-06-03,1714,0,0
JAMES,SMITH,371143141.0,2716.0,33,1999.0,12.0,8.0,,A001715,CPS,1999-12-08,2020-02-06,1715,0,0
RYAN,LEWIS,917322592.0,2717.0,18,1986.0,1.0,5.0,,A001716,CPS,1986-01-05,2022-09-24,1716,1,0
KIMBERLY,ROSE,164056434.0,2718.0,8,1964.0,2.0,7.0,,A001717,CPS,1964-02-07,2018-05-23,1717,0,0
BETTY,MILLS,589979196.0,2719.0,21,2003.0,2.0,10.0,,A001718,GPS,2003-02-10,2021-12-25,1718,0,1
RICHARD,HERNANDEZ,179915785.0,2720.0,7,1982.0,2.0,12.0,,A001719,GPS,1982-02-12,2018-08-22,1719,0,1
JEFFREY,MOORE,775028474.0,2721.0,39,1998.0,10.0,2.0,,A001720,CPS,1998-10-02,2020-07-14,1720,0,0
DONALD,JOHNSON,275714481.0,2722.0,50,2003.0,12.0,20.0,,A001721,CPS,2003-12-20,2022-06-02,1721,0,1
ROBERT,CHAVEZ,353766240.0,2723.0,19,1970.0,7.0,7.0,,A001722,GPS,1970-07-07,2022-02-18,1722,1,0
ASHLEY,SMITH,524844513.0,2724.0,29,1996.0,5.0,4.0,,A001723,CPS,1996-05-04,2019-11-19,1723,1,1
JAMES,WHITE,991037627.0,2725.0,43,1991.0,9.0,19.0,,A001724,CPS,1991-09-19,2020-10-23,1724,0,1
VINCENT,FERGUSON,662914205.0,2726.0,41,1980.0,3.0,24.0,,A001725,CPS,1980-03-24,2022-09-27,1725,0,1
JAMES,HENRY,877755291.0,2727.0,34,1984.0,8.0,7.0,,A001726,GPS,1984-08-07,2022-05-16,1726,0,1
JAMES,SANCHEZ,573210420.0,2728.0,55,1988.0,8.0,3.0,,A001727,GPS,1988-08-03,2021-01-21,1727,1,1
PETER,HOLMES,432839410.0,2729.0,15,2003.0,1.0,10.0,,A001728,CPS,2003-01-10,2020-12-20,1728,0,1
JOHN,ROSS,428348902.0,2730.0,29,1965.0,12.0,10.0,,A001729,CPS,1965-12-10,2019-12-14,1729,0,0
JESSICA,PORTER,655647227.0,2731.0,43,1985.0,12.0,26.0,,A001730,CPS,1985-12-26,2021-02-07,1730,0,1
FRANCES,COLEMAN,243862938.0,2732.0,23,1971.0,9.0,25.0,,A001731,CPS,1971-09-25,2019-05-07,1731,1,1
MARTHA,WEAVER,222560407.0,2733.0,21,2004.0,11.0,18.0,,A001732,GPS,2004-11-18,2020-02-25,1732,0,1
HENRY,MARTIN,298341416.0,2734.0,1,1996.0,8.0,12.0,,A001733,CPS,1996-08-12,2020-02-27,1733,0,0
NICOLE,STEWART,262974676.0,2735.0,52,1964.0,6.0,12.0,,A001734,GPS,1964-06-12,2019-07-16,1734,1,0
ANDREA,HANSON,151075861.0,2736.0,62,1982.0,12.0,12.0,,A001735,GPS,1982-12-12,2020-03-18,1735,1,1
JESSICA,CRAWFORD,875635885.0,2737.0,19,1989.0,3.0,1.0,,A001736,GPS,1989-03-01,2020-10-23,1736,0,1
JAMES,POWELL,244399161.0,2738.0,46,1965.0,3.0,28.0,,A001737,GPS,1965-03-28,2020-10-12,1737,0,1
MARILYN,TORRES,438376789.0,2739.0,33,1980.0,4.0,7.0,3.0,A001738,CPS,1980-04-07,2021-08-12,1738,0,0
JAMES,SANCHEZ,442115284.0,2740.0,66,1969.0,7.0,11.0,,A001739,CPS,1969-07-11,2021-12-26,1739,0,1
FRED,FOWLER,908873286.0,2741.0,46,1972.0,5.0,3.0,,A001740,CPS,1972-05-03,2021-06-24,1740,0,1
JAMES,HERNANDEZ,214546016.0,2742.0,50,2004.0,10.0,1.0,,A001741,GPS,2004-10-01,2021-12-27,1741,1,0
ROBERT,PERRY,920542667.0,2743.0,54,1960.0,5.0,3.0,,A001742,CPS,1960-05-03,2018-11-02,1742,0,1
LARRY,YOUNG,443351062.0,2744.0,15,1977.0,8.0,18.0,,A001743,GPS,1977-08-18,2020-04-22,1743,1,0
JAMES,SANCHEZ,121395030.0,2745.0,18,1975.0,2.0,25.0,,A001744,CPS,1975-02-25,2020-11-06,1744,0,0
JAMES,GUZMAN,706214345.0,2746.0,58,1963.0,2.0,9.0,,A001745,GPS,1963-02-09,2022-04-06,1745,0,0
KATHERINE,MARTIN,918390893.0,2747.0,30,1998.0,2.0,19.0,,A001746,CPS,1998-02-19,2018-04-12,1746,0,1
ROBERT,WILLIAMS,854642343.0,2748.0,23,1960.0,10.0,14.0,,A001747,GPS,1960-10-14,2018-08-10,1747,1,1
JAMES,GARZA,506605632.0,2749.0,40,1975.0,5.0,22.0,,A001748,GPS,1975-05-22,2018-03-02,1748,1,0
KATHLEEN,TAYLOR,226224592.0,2750.0,18,1961.0,12.0,13.0,,A001749,GPS,1961-12-13,2019-09-21,1749,0,1
JAMES,SMITH,231689092.0,2751.0,52,1994.0,9.0,28.0,,A001750,GPS,1994-09-28,2020-06-12,1750,0,1
JAMES,JOHNSON,505321784.0,2752.0,6,1974.0,11.0,19.0,,A001751,CPS,1974-11-19,2020-09-19,1751,0,1
JUDITH,WARD,214782152.0,2753.0,2,1988.0,7.0,13.0,,A001752,GPS,1988-07-13,2018-04-23,1752,0,0
KENNETH,ROSS,305126046.0,2754.0,28,1969.0,4.0,27.0,,A001753,GPS,1969-04-27,2020-12-27,1753,1,1
DAVID,MORENO,405790525.0,2755.0,43,1998.0,8.0,19.0,,A001754,CPS,1998-08-19,2019-02-05,1754,0,1
JOHN,RICHARDSON,139393384.0,2756.0,59,1978.0,9.0,22.0,,A001755,GPS,1978-09-22,2021-03-07,1755,0,1
RAYMOND,JOHNSON,305081622.0,2757.0,11,1992.0,3.0,26.0,,A001756,GPS,1992-03-26,2020-03-09,1756,1,1
MICHAEL,SANCHEZ,876668099.0,2758.0,11,1968.0,12.0,28.0,,A001757,GPS,1968-12-28,2019-06-12,1757,1,1
DAVID,WASHINGTON,978787595.0,2759.0,59,2001.0,11.0,1.0,,A001758,CPS,2001-11-01,2021-12-18,1758,0,0
EMMA,PETERSON,868708751.0,2760.0,49,1960.0,5.0,17.0,,A001759,GPS,1960-05-17,2021-07-04,1759,1,1
JENNIFER,WILLIAMS,203324614.0,2761.0,55,1979.0,10.0,18.0,,A001760,CPS,1979-10-18,2021-03-03,1760,0,1
JAMES,MILES,961938692.0,2762.0,51,1984.0,11.0,26.0,,A001761,GPS,1984-11-26,2021-03-24,1761,0,1
CHERYL,RUSSELL,214876910.0,2763.0,15,1997.0,5.0,22.0,,A001762,GPS,1997-05-22,2019-09-15,1762,0,0
ASHLEY,EDWARDS,663690907.0,2764.0,32,1995.0,5.0,15.0,,A001763,CPS,1995-05-15,2019-11-15,1763,0,0
RONALD,SOTO,470763585.0,2765.0,34,2003.0,11.0,21.0,,A001764,GPS,2003-11-21,2021-01-07,1764,0,1
CATHERINE,WELLS,601756956.0,2766.0,14,1979.0,11.0,12.0,,A001765,CPS,1979-11-12,2018-02-14,1765,1,1
THOMAS,TAYLOR,493729155.0,2767.0,30,1973.0,8.0,26.0,,A001766,GPS,1973-08-26,2019-10-27,1766,1,1
BARBARA,MILLER,809234965.0,2768.0,59,1992.0,6.0,24.0,,A001767,CPS,1992-06-24,2022-06-03,1767,1,0
ELIZABETH,HOWARD,561082032.0,2769.0,59,1974.0,6.0,4.0,,A001768,GPS,1974-06-04,2022-02-27,1768,1,1
ROBERT,PHILLIPS,855030013.0,2770.0,35,1968.0,7.0,22.0,,A001769,CPS,1968-07-22,2020-04-04,1769,1,0
DAVID,WILSON,813904250.0,2771.0,21,2000.0,8.0,14.0,,A001770,GPS,2000-08-14,2018-07-25,1770,0,1
JEAN,BROWN,347941867.0,2772.0,50,1990.0,5.0,18.0,,A001771,GPS,1990-05-18,2018-02-01,1771,1,1
NANCY,PHILLIPS,159900209.0,2773.0,63,1996.0,10.0,15.0,,A001772,CPS,1996-10-15,2022-11-11,1772,1,0
JOSHUA,SMITH,700270075.0,2774.0,27,1964.0,9.0,19.0,,A001773,GPS,1964-09-19,2021-03-26,1773,0,0
PAUL,PRICE,705028999.0,2775.0,59,1962.0,2.0,10.0,,A001774,CPS,1962-02-10,2019-01-06,1774,1,1
MARTIN,MARTINEZ,822899960.0,2776.0,32,1992.0,8.0,20.0,,A001775,GPS,1992-08-20,2019-11-03,1775,1,1
SANDRA,WHITE,948314875.0,2777.0,13,2003.0,4.0,17.0,,A001776,GPS,2003-04-17,2021-01-26,1776,1,1
JAMES,WILLIAMS,273468199.0,2778.0,37,1966.0,12.0,2.0,,A001777,CPS,1966-12-02,2018-10-16,1777,0,1
MARY,BROWN,381887235.0,2779.0,22,1989.0,12.0,14.0,,A001778,GPS,1989-12-14,2019-02-14,1778,1,0
DIANE,WALKER,157278024.0,2780.0,48,2001.0,1.0,20.0,,A001779,CPS,2001-01-20,2021-08-04,1779,1,1
JAMES,SMITH,246421610.0,2781.0,54,1976.0,6.0,27.0,3.0,A001780,CPS,1976-06-27,2021-12-09,1780,1,1
MARILYN,NELSON,294577422.0,2782.0,49,1982.0,10.0,7.0,,A001781,GPS,1982-10-07,2019-05-28,1781,1,1
RALPH,MORRIS,719580526.0,2783.0,37,1985.0,5.0,25.0,,A001782,GPS,1985-05-25,2018-04-27,1782,0,1
JAMES,MENDOZA,553852944.0,2784.0,10,2003.0,2.0,10.0,,A001783,CPS,2003-02-10,2020-01-15,1783,1,1
JACQUELINE,SMITH,727628430.0,2785.0,56,1997.0,12.0,19.0,,A001784,GPS,1997-12-19,2022-02-28,1784,0,0
HOWARD,WILSON,383557399.0,2786.0,24,1961.0,4.0,7.0,,A001785,GPS,1961-04-07,2020-10-15,1785,1,1
SUSAN,TERRY,853863120.0,2787.0,19,1977.0,1.0,14.0,2.0,A001786,CPS,1977-01-14,2020-07-28,1786,0,0
JOSHUA,FERNANDEZ,299808561.0,2788.0,45,1993.0,5.0,4.0,,A001787,GPS,1993-05-04,2022-04-06,1787,1,0
STEPHEN,GARCIA,503932279.0,2789.0,26,1997.0,7.0,18.0,,A001788,CPS,1997-07-18,2018-11-28,1788,0,1
ELIZABETH,SMITH,203295280.0,2790.0,17,1975.0,10.0,19.0,,A001789,GPS,1975-10-19,2019-01-02,1789,1,0
JAMES,MYERS,784904227.0,2791.0,19,1990.0,5.0,13.0,,A001790,GPS,1990-05-13,2019-09-21,1790,0,0
BILLY,CARTER,286078864.0,2792.0,45,1991.0,7.0,7.0,,A001791,GPS,1991-07-07,2020-02-11,1791,0,1
NANCY,CARTER,457273689.0,2793.0,55,2003.0,5.0,2.0,2.0,A001792,CPS,2003-05-02,2022-08-16,1792,1,0
RUTH,BAILEY,687452270.0,2794.0,59,1995.0,4.0,21.0,,A001793,CPS,1995-04-21,2020-03-28,1793,0,0
PHILIP,RAMIREZ,106608675.0,2795.0,24,1989.0,9.0,7.0,,A001794,GPS,1989-09-07,2022-05-22,1794,0,0
DENNIS,PETERS,329283387.0,2796.0,34,2000.0,4.0,20.0,,A001795,GPS,2000-04-20,2021-02-19,1795,0,0
MARY,WILSON,885801135.0,2797.0,26,1982.0,5.0,20.0,,A001796,GPS,1982-05-20,2018-02-13,1796,1,1
JAMES,MORALES,603619932.0,2798.0,49,2002.0,6.0,26.0,,A001797,GPS,2002-06-26,2021-10-27,1797,1,0
LISA,MOORE,110360094.0,2799.0,54,1999.0,11.0,5.0,,A001798,GPS,1999-11-05,2022-11-17,1798,1,1
BARBARA,SMITH,544364393.0,2800.0,28,1966.0,7.0,19.0,,A001799,CPS,1966-07-19,2018-05-02,1799,0,1
ADAM,WILSON,971721111.0,2801.0,8,1992.0,9.0,21.0,,A001800,GPS,1992-09-21,2022-02-12,1800,0,1
SARAH,MURRAY,586041341.0,2802.0,32,1963.0,8.0,27.0,,A001801,GPS,1963-08-27,2018-06-01,1801,1,1
GARY,HERNANDEZ,249526569.0,2803.0,11,1997.0,9.0,18.0,,A001802,GPS,1997-09-18,2021-01-13,1802,0,0
ASHLEY,RYAN,422643293.0,2804.0,31,1984.0,11.0,12.0,2.0,A001803,GPS,1984-11-12,2018-03-27,1803,1,1
DOROTHY,ROBINSON,916467797.0,2805.0,9,1971.0,8.0,28.0,,A001804,CPS,1971-08-28,2018-04-09,1804,0,0
MARGARET,JOHNSON,438158110.0,2806.0,32,1996.0,12.0,25.0,,A001805,GPS,1996-12-25,2018-08-26,1805,1,1
JAMES,STEWART,473858865.0,2807.0,64,1967.0,2.0,3.0,,A001806,CPS,1967-02-03,2022-08-19,1806,0,0
CHRISTOPHER,JENKINS,621681810.0,2808.0,48,2003.0,2.0,20.0,,A001807,GPS,2003-02-20,2022-12-10,1807,1,0
LINDA,WILLIAMS,940406062.0,2809.0,27,1990.0,9.0,8.0,,A001808,CPS,1990-09-08,2020-03-21,1808,1,0
WILLIAM,MARTIN,369108597.0,2810.0,48,1985.0,5.0,6.0,,A001809,CPS,1985-05-06,2018-06-12,1809,0,0
JUDITH,NELSON,123851038.0,2811.0,3,1999.0,6.0,6.0,,A001810,CPS,1999-06-06,2020-03-12,1810,0,0
GREGORY,GILBERT,645334900.0,2812.0,44,1964.0,2.0,6.0,,A001811,GPS,1964-02-06,2019-10-23,1811,1,1
KATHERINE,BROWN,646422313.0,2813.0,54,1966.0,4.0,23.0,,A001812,CPS,1966-04-23,2022-02-28,1812,1,0
JAMES,WASHINGTON,665816074.0,2814.0,5,1993.0,6.0,26.0,,A001813,GPS,1993-06-26,2019-03-08,1813,1,0
STEVEN,WILLIAMS,835184690.0,2815.0,44,1972.0,3.0,20.0,,A001814,CPS,1972-03-20,2019-11-06,1814,1,1
JOHN,HUNTER,141864107.0,2816.0,44,1978.0,6.0,13.0,2.0,A001815,CPS,1978-06-13,2020-06-04,1815,1,1
ERIC,LYONS,774484810.0,2817.0,37,1999.0,1.0,15.0,,A001816,GPS,1999-01-15,2020-10-18,1816,0,0
JACOB,MILLER,970456865.0,2818.0,36,2001.0,9.0,20.0,,A001817,GPS,2001-09-20,2018-01-21,1817,0,1
DOROTHY,YOUNG,654128239.0,2819.0,19,1982.0,11.0,10.0,,A001818,CPS,1982-11-10,2018-07-27,1818,1,0
STEVEN,CRUZ,484885698.0,2820.0,64,1999.0,1.0,22.0,,A001819,CPS,1999-01-22,2020-09-03,1819,1,1
AMANDA,NELSON,391740202.0,2821.0,24,1968.0,10.0,28.0,,A001820,GPS,1968-10-28,2020-04-10,1820,0,0
JENNIFER,HOFFMAN,915749063.0,2822.0,65,1962.0,1.0,14.0,,A001821,GPS,1962-01-14,2019-08-05,1821,0,0
SHIRLEY,YOUNG,166519518.0,2823.0,2,1962.0,3.0,5.0,,A001822,GPS,1962-03-05,2021-09-06,1822,1,0
SUSAN,TURNER,911122129.0,2824.0,52,1996.0,6.0,4.0,,A001823,GPS,1996-06-04,2020-09-25,1823,0,0
DAVID,MILLER,753187075.0,2825.0,67,1973.0,5.0,18.0,,A001824,CPS,1973-05-18,2022-09-17,1824,0,1
MARY,RODRIGUEZ,718958780.0,2826.0,20,1970.0,10.0,18.0,,A001825,CPS,1970-10-18,2018-11-06,1825,0,0
JOHN,BROWN,157690271.0,2827.0,48,1989.0,11.0,6.0,,A001826,GPS,1989-11-06,2018-07-17,1826,0,1
PATRICIA,SMITH,857134808.0,2828.0,62,1996.0,12.0,11.0,,A001827,CPS,1996-12-11,2020-05-27,1827,1,0
LINDA,WILLIAMS,509504568.0,2829.0,43,2001.0,6.0,27.0,,A001828,GPS,2001-06-27,2019-08-18,1828,0,1
EVELYN,JOHNSON,973400150.0,2830.0,50,1984.0,1.0,1.0,,A001829,CPS,1984-01-01,2020-01-03,1829,1,0
JAMES,LYNCH,498860323.0,2831.0,32,1988.0,9.0,9.0,,A001830,GPS,1988-09-09,2022-04-22,1830,0,1
JONATHAN,CRAWFORD,770995186.0,2832.0,64,1969.0,10.0,8.0,,A001831,CPS,1969-10-08,2019-10-16,1831,1,0
JOHN,MILLER,428080778.0,2833.0,38,1969.0,4.0,10.0,,A001832,GPS,1969-04-10,2021-02-01,1832,1,1
DIANE,WRIGHT,167267057.0,2834.0,66,1971.0,11.0,5.0,,A001833,GPS,1971-11-05,2021-07-25,1833,1,1
ROBERT,WARREN,448632498.0,2835.0,57,1985.0,1.0,13.0,,A001834,CPS,1985-01-13,2021-04-26,1834,1,0
DAVID,COX,433860802.0,2836.0,55,1961.0,6.0,16.0,,A001835,GPS,1961-06-16,2020-12-02,1835,0,1
ROBERT,SMITH,233522891.0,2837.0,49,1993.0,9.0,6.0,,A001836,CPS,1993-09-06,2019-07-10,1836,1,1
JAMES,MARTIN,423480476.0,2838.0,10,1967.0,3.0,17.0,,A001837,GPS,1967-03-17,2020-04-07,1837,0,1
JAMES,JOHNSON,721599266.0,2839.0,60,1967.0,9.0,5.0,,A001838,CPS,1967-09-05,2019-10-16,1838,0,0
BARBARA,SCOTT,536053309.0,2840.0,57,1990.0,5.0,26.0,,A001839,GPS,1990-05-26,2022-12-12,1839,1,1
ANTHONY,HAYNES,610724457.0,2841.0,45,1995.0,2.0,19.0,,A001840,CPS,1995-02-19,2020-12-21,1840,0,1
MATTHEW,BROWN,535358282.0,2842.0,28,1973.0,6.0,12.0,,A001841,CPS,1973-06-12,2019-06-16,1841,1,1
CHARLES,MILES,159488968.0,2843.0,15,1971.0,11.0,13.0,,A001842,CPS,1971-11-13,2019-01-06,1842,0,0
SHIRLEY,SMITH,165281778.0,2844.0,33,1963.0,3.0,24.0,,A001843,GPS,1963-03-24,2018-06-24,1843,1,1
JOSEPH,FERNANDEZ,451242362.0,2845.0,37,1979.0,4.0,6.0,,A001844,GPS,1979-04-06,2020-07-16,1844,1,1
JAMES,GILBERT,171179232.0,2846.0,57,1963.0,2.0,11.0,,A001845,GPS,1963-02-11,2020-05-04,1845,1,1
RONALD,SMITH,274181984.0,2847.0,18,1974.0,1.0,16.0,,A001846,CPS,1974-01-16,2021-05-05,1846,1,1
GARY,SOTO,440560431.0,2848.0,43,1977.0,8.0,13.0,,A001847,GPS,1977-08-13,2019-03-26,1847,0,1
ASHLEY,BARKER,285048612.0,2849.0,32,1972.0,10.0,16.0,,A001848,CPS,1972-10-16,2018-04-24,1848,1,0
NICOLE,FLORES,718057640.0,2850.0,59,1998.0,2.0,10.0,,A001849,GPS,1998-02-10,2019-02-07,1849,1,0
JESSICA,WISE,829806339.0,2851.0,40,1970.0,9.0,15.0,,A001850,CPS,1970-09-15,2021-05-27,1850,1,0
JAMES,PALMER,396402899.0,2852.0,25,1994.0,4.0,8.0,,A001851,CPS,1994-04-08,2019-06-26,1851,0,1
MADISON,JENKINS,893536710.0,2853.0,25,1961.0,1.0,28.0,,A001852,CPS,1961-01-28,2020-01-19,1852,0,1
JOAN,LEWIS,955882781.0,2854.0,66,1979.0,9.0,9.0,,A001853,CPS,1979-09-09,2018-04-01,1853,0,1
PATRICIA,MAXWELL,520170871.0,2855.0,64,1993.0,11.0,25.0,,A001854,GPS,1993-11-25,2020-04-03,1854,1,1
GEORGE,ROBERTS,808720304.0,2856.0,18,1977.0,1.0,24.0,,A001855,CPS,1977-01-24,2022-10-12,1855,1,1
PATRICIA,JACKSON,537791043.0,2857.0,2,1996.0,6.0,26.0,,A001856,CPS,1996-06-26,2018-09-08,1856,0,0
JAMES,CASTRO,201406247.0,2858.0,62,1966.0,9.0,22.0,,A001857,GPS,1966-09-22,2021-04-24,1857,1,0
JOHN,WILLIAMS,661094302.0,2859.0,10,1970.0,1.0,9.0,,A001858,GPS,1970-01-09,2022-08-06,1858,1,1
BRIAN,WATSON,959728068.0,2860.0,29,1964.0,12.0,14.0,,A001859,CPS,1964-12-14,2018-02-25,1859,0,1
DANIELLE,LEWIS,410161933.0,2861.0,11,2002.0,2.0,20.0,,A001860,CPS,2002-02-20,2018-02-10,1860,0,1
MICHAEL,GRAHAM,527448069.0,2862.0,5,1978.0,10.0,4.0,3.0,A001861,GPS,1978-10-04,2021-04-14,1861,1,0
HELEN,SMITH,355124865.0,2863.0,52,2001.0,1.0,7.0,,A001862,CPS,2001-01-07,2020-03-22,1862,0,0
JENNIFER,HUGHES,260100832.0,2864.0,27,1992.0,3.0,19.0,,A001863,GPS,1992-03-19,2022-02-14,1863,1,0
ROBERT,HOFFMAN,762093570.0,2865.0,29,1970.0,9.0,21.0,,A001864,GPS,1970-09-21,2019-08-11,1864,1,1
ANDREA,SMITH,718164490.0,2866.0,18,1991.0,9.0,22.0,,A001865,GPS,1991-09-22,2019-04-16,1865,1,1
JOSEPH,WARREN,751181350.0,2867.0,27,1999.0,4.0,15.0,,A001866,GPS,1999-04-15,2018-04-16,1866,1,1
GLORIA,GRAY,126832644.0,2868.0,13,2004.0,4.0,11.0,,A001867,GPS,2004-04-11,2021-07-04,1867,0,0
LINDA,WILSON,370362878.0,2869.0,65,1967.0,11.0,15.0,,A001868,CPS,1967-11-15,2019-03-26,1868,0,1
DONALD,BAILEY,794149428.0,2870.0,40,1967.0,10.0,22.0,,A001869,GPS,1967-10-22,2020-04-03,1869,1,1
MARGARET,STEWART,216168871.0,2871.0,6,1979.0,2.0,28.0,,A001870,GPS,1979-02-28,2018-06-28,1870,0,1
JENNIFER,RIVERA,527449601.0,2872.0,65,1966.0,10.0,9.0,3.0,A001871,CPS,1966-10-09,2019-03-06,1871,1,1
EMILY,SIMMONS,226761023.0,2873.0,45,1978.0,6.0,22.0,,A001872,CPS,1978-06-22,2020-01-19,1872,0,1
GEORGE,JOHNSON,320356946.0,2874.0,18,1972.0,3.0,10.0,,A001873,GPS,1972-03-10,2020-01-28,1873,1,1
EMILY,FLORES,474893291.0,2875.0,61,2001.0,12.0,1.0,,A001874,CPS,2001-12-01,2021-04-02,1874,0,1
JOHN,WHITE,145860423.0,2876.0,48,2003.0,4.0,6.0,,A001875,GPS,2003-04-06,2018-07-13,1875,1,1
FRANK,KING,302707480.0,2877.0,18,1973.0,8.0,24.0,,A001876,CPS,1973-08-24,2018-07-24,1876,0,1
KEITH,PHILLIPS,975390281.0,2878.0,8,1984.0,1.0,8.0,,A001877,GPS,1984-01-08,2021-10-20,1877,1,1
MARY,SNYDER,699305421.0,2879.0,16,1987.0,1.0,9.0,,A001878,GPS,1987-01-09,2019-02-16,1878,1,0
JOSEPH,BAILEY,223028861.0,2880.0,57,1976.0,3.0,24.0,,A001879,GPS,1976-03-24,2018-06-12,1879,0,0
DOROTHY,SHAW,505306607.0,2881.0,31,1963.0,8.0,10.0,1.0,A001880,CPS,1963-08-10,2021-06-28,1880,1,0
JEREMY,MEYER,222711390.0,2882.0,30,1991.0,8.0,6.0,,A001881,GPS,1991-08-06,2019-04-14,1881,1,1
LINDA,JOHNSON,133534074.0,2883.0,24,1977.0,8.0,23.0,,A001882,GPS,1977-08-23,2018-09-27,1882,0,1
JANICE,ANDREWS,828599566.0,2884.0,15,1991.0,3.0,1.0,,A001883,GPS,1991-03-01,2019-12-05,1883,0,0
EVELYN,RAMIREZ,922434937.0,2885.0,50,1995.0,9.0,1.0,,A001884,CPS,1995-09-01,2021-09-03,1884,1,0
KAYLA,SCOTT,741281959.0,2886.0,64,1965.0,6.0,10.0,,A001885,CPS,1965-06-10,2020-06-11,1885,1,1
PATRICIA,PETERSON,780030619.0,2887.0,42,1994.0,5.0,18.0,,A001886,CPS,1994-05-18,2022-12-03,1886,1,0
MARK,CROSS,882753488.0,2888.0,29,1988.0,11.0,4.0,,A001887,CPS,1988-11-04,2021-06-02,1887,1,1
DAVID,MOORE,397442332.0,2889.0,23,1984.0,11.0,3.0,,A001888,CPS,1984-11-03,2019-08-16,1888,1,1
MARY,WILLIAMS,131352815.0,2890.0,39,1996.0,9.0,24.0,,A001889,CPS,1996-09-24,2021-06-02,1889,0,0
MEGAN,SMITH,267898619.0,2891.0,15,1964.0,9.0,5.0,,A001890,GPS,1964-09-05,2021-09-18,1890,1,1
RICHARD,MARTINEZ,538599645.0,2892.0,59,1977.0,11.0,18.0,,A001891,CPS,1977-11-18,2021-01-24,1891,1,1
STEPHANIE,SMITH,858660010.0,2893.0,13,1978.0,7.0,1.0,,A001892,GPS,1978-07-01,2020-08-07,1892,1,1
RACHEL,HALL,308849442.0,2894.0,30,1970.0,7.0,6.0,,A001893,GPS,1970-07-06,2022-01-14,1893,0,0
ROBERT,WEBB,449888697.0,2895.0,6,2003.0,2.0,19.0,,A001894,GPS,2003-02-19,2019-05-14,1894,0,1
SHIRLEY,JOHNSON,112463540.0,2896.0,14,1970.0,11.0,4.0,,A001895,GPS,1970-11-04,2022-03-23,1895,0,1
SARA,HAWKINS,579226503.0,2897.0,46,1963.0,1.0,13.0,,A001896,CPS,1963-01-13,2020-06-04,1896,1,0
TIMOTHY,MENDOZA,548951979.0,2898.0,58,1969.0,12.0,11.0,,A001897,CPS,1969-12-11,2020-05-07,1897,1,1
KAREN,GARRETT,521782517.0,2899.0,7,1980.0,2.0,10.0,,A001898,GPS,1980-02-10,2018-08-17,1898,1,1
DAVID,DANIELS,482816094.0,2900.0,25,1997.0,11.0,10.0,,A001899,CPS,1997-11-10,2018-09-18,1899,1,0
ISABELLA,YOUNG,355085068.0,2901.0,10,1991.0,10.0,2.0,,A001900,GPS,1991-10-02,2022-11-03,1900,0,1
MELISSA,BROWN,421890877.0,2902.0,61,1960.0,8.0,26.0,,A001901,GPS,1960-08-26,2022-08-12,1901,1,1
JAMES,DAVIS,734297835.0,2903.0,9,1979.0,10.0,11.0,,A001902,GPS,1979-10-11,2019-02-03,1902,0,0
MICHAEL,GARCIA,860666715.0,2904.0,2,2000.0,12.0,3.0,,A001903,CPS,2000-12-03,2018-08-23,1903,0,0
MATTHEW,KIM,731634137.0,2905.0,28,1990.0,12.0,3.0,,A001904,GPS,1990-12-03,2019-03-26,1904,0,1
WILLIAM,TAYLOR,112709230.0,2906.0,54,1974.0,10.0,15.0,,A001905,CPS,1974-10-15,2020-05-10,1905,0,1
PATRICK,EDWARDS,448763715.0,2907.0,10,1969.0,9.0,6.0,,A001906,GPS,1969-09-06,2019-12-26,1906,1,0
SUSAN,DAVIS,851645282.0,2908.0,40,1967.0,9.0,13.0,,A001907,GPS,1967-09-13,2022-08-09,1907,1,0
JOSHUA,DOUGLAS,333243480.0,2909.0,11,1982.0,2.0,28.0,,A001908,GPS,1982-02-28,2018-07-06,1908,1,1
ROBERT,BENNETT,897584896.0,2910.0,36,1992.0,5.0,24.0,,A001909,CPS,1992-05-24,2022-08-18,1909,0,1
DEBORAH,LOPEZ,912238212.0,2911.0,12,1994.0,8.0,28.0,,A001910,GPS,1994-08-28,2020-06-07,1910,1,1
EVELYN,GONZALEZ,927067725.0,2912.0,56,1992.0,2.0,16.0,,A001911,CPS,1992-02-16,2022-07-17,1911,0,1
ELIZABETH,HOLMES,586875130.0,2913.0,5,1978.0,5.0,16.0,,A001912,CPS,1978-05-16,2022-06-21,1912,0,0
MARY,WILLIAMS,898312364.0,2914.0,45,1998.0,7.0,11.0,,A001913,CPS,1998-07-11,2020-06-12,1913,0,0
JAMES,JENSEN,722941762.0,2915.0,29,1985.0,6.0,24.0,,A001914,CPS,1985-06-24,2022-05-04,1914,1,1
